temperature_c,ice_cream_sales
19.1,627.56
28.9,954.77
24.14,636.31
22.29,625.77
21.22,626.66
35.59,1067.92
24.79,764.38
29.78,820.26
8.76,260.19
29.41,769.89
7.28,386.68
35.86,995.2
5.42,247.46
34.78,909.95
26.17,756.12
33.28,880.71
14.78,477.51
26.02,730.63
38.77,1026.35
13.51,509.5
6.03,327.6
35.12,1007.76
33.14,820.89
11.01,311.76
18.68,506.07
21.69,755.05
6.56,327.52
20.24,687.59
8.76,274.02
44.74,1126.36
44.27,1267.68
27.66,655.53
24.17,709.22
43.64,1227.26
31.7,825.24
10.29,447.91
13.49,420.19
31.22,900.06
42.91,1204.76
18.3,568.78
9.68,308.26
35.36,935.36
13.22,453.34
8.85,358.98
32.59,973.5
26.85,762.35
22.58,669.22
7.13,225.42
5.52,299.41
21.66,590.82
29.1,862.96
40.07,1162.62
28.87,881.55
24.5,630.72
12.04,308.23
11.3,327.29
29.45,772.84
19.19,706.56
11.23,403.01
20.93,547.44
34.44,901.16
8.11,396.77
10.32,435.7
28.41,730.87
27.02,821.92
11.19,360.74
29.06,814.36
30.29,775.95
8.32,284.34
34.03,888.53
9.5,413.49
35.34,925.29
14.67,536.21
14.01,427.11
31.8,779.75
31.49,847.55
15.8,418.68
43.62,1216.53
20.53,539.75
21.2,599.32
13.02,441.12
7.32,207.01
37.77,1123.46
18.38,567.5
24.61,716.24
36.36,914.35
9.29,296.68
29.73,822.1
19.53,509.92
38.41,1107.31
20.56,611.07
43.15,1121.7
19.94,572.58
6.26,253.29
26.89,886.27
10.17,372.66
10.57,309.84
24.28,661.18
16.49,482.15
26.73,796.85
31.37,901.99
41.0,1147.41
16.5,500.43
25.42,636.06
35.45,1012.52
28.31,755.03
19.44,612.19
8.45,230.86
12.6,407.91
6.47,299.95
29.59,952.7
25.24,692.7
16.98,605.77
42.99,1230.88
25.04,698.98
44.59,1210.07
19.71,554.65
29.89,798.44
17.4,442.67
42.29,1092.64
15.27,324.52
12.85,424.73
30.47,948.09
18.02,561.27
39.88,1096.19
9.86,306.29
7.45,396.99
6.1,311.59
17.13,448.99
37.24,1153.53
41.89,1236.22
41.13,1062.69
42.25,1200.94
16.95,510.25
27.09,656.86
19.02,518.49
33.23,974.21
41.35,1169.7
11.59,553.31
24.27,715.52
22.95,563.02
41.31,1071.62
40.43,1081.61
39.45,1065.85
34.84,948.37
41.68,1158.35
44.88,1308.62
10.21,375.66
41.47,1017.86
27.09,795.82
15.75,381.96
27.77,751.13
24.85,822.07
26.64,639.64
19.89,710.46
30.84,898.08
32.09,917.34
7.48,200.99
35.81,995.19
26.8,735.02
39.96,1041.76
31.03,862.89
44.74,1354.63
34.69,1009.21
22.7,649.02
14.55,480.87
30.32,826.99
24.89,759.41
22.29,578.2
38.14,1099.49
41.69,1045.29
23.28,659.55
6.24,317.26
40.17,1207.96
6.74,128.4
22.97,597.96
18.27,552.78
19.44,624.52
30.58,823.3
39.23,1074.61
33.8,942.77
22.43,652.27
35.85,990.98
30.85,870.16
24.64,812.3
18.36,545.26
24.51,787.47
36.46,1007.61
32.42,867.35
37.32,1016.21
44.39,1105.56
43.82,1129.26
41.75,1099.02
35.18,986.75
44.73,1316.33
23.99,678.02
10.74,305.59
37.29,1082.53
11.92,409.07
25.52,807.59
41.06,1184.9
36.38,1043.29
17.63,562.01
14.34,516.92
29.34,887.61
35.25,1038.11
35.58,1045.01
35.64,986.76
5.11,179.28
33.04,927.66
31.3,858.26
21.05,570.66
44.94,1319.48
22.95,673.17
7.81,232.26
7.39,364.98
22.04,657.87
29.64,900.65
44.96,1201.93
22.42,696.24
27.94,836.75
38.73,1074.45
33.39,897.07
41.44,1160.08
30.58,900.39
42.52,1090.82
30.65,1011.42
10.12,450.79
18.74,577.31
23.54,739.69
37.04,1024.85
16.88,484.16
24.71,774.83
13.97,400.27
19.98,621.68
16.21,465.65
42.58,1114.22
41.18,1138.17
34.22,1018.02
9.9,363.28
42.69,1171.18
11.27,274.03
7.18,267.51
6.77,184.53
16.2,508.39
11.44,385.76
11.83,392.15
16.36,507.1
40.28,1137.18
41.2,1163.95
41.25,1151.48
36.3,1065.6
31.39,739.78
28.57,754.14
44.75,1245.28
17.49,537.64
34.37,907.51
7.6,316.1
8.51,356.92
28.4,764.65
39.28,1043.39
41.08,1028.86
6.1,246.57
16.37,506.58
39.22,1016.91
27.02,744.3
11.62,387.51
23.26,736.72
36.56,990.86
36.09,947.92
39.36,1172.84
5.86,288.06
17.34,455.56
17.13,570.96
15.36,452.53
22.46,723.01
21.58,614.52
20.99,517.09
22.44,626.71
17.49,484.4
44.25,1166.24
27.82,657.84
23.54,681.43
14.59,342.5
15.22,472.89
35.37,839.53
21.62,574.59
18.03,583.53
12.44,452.95
44.77,1171.48
19.48,619.64
12.71,308.07
34.5,1021.12
41.12,1198.69
35.27,968.97
19.89,570.76
34.31,816.8
17.76,540.42
24.51,752.17
9.09,349.1
16.42,519.48
25.33,647.22
7.94,306.22
34.36,907.18
21.52,723.07
26.2,791.23
23.38,700.54
33.43,938.25
30.45,804.17
33.2,881.01
14.29,572.04
30.11,799.12
25.84,746.98
7.97,305.33
7.22,280.62
28.24,816.66
28.36,921.17
35.91,1006.25
35.6,1019.71
23.23,662.38
22.16,642.17
20.54,641.57
42.7,1251.83
32.57,991.66
18.96,384.28
33.13,827.6
26.6,889.63
28.03,768.84
41.59,1116.78
29.26,796.52
41.25,1052.91
26.2,708.66
35.65,958.59
26.12,722.95
27.62,731.76
22.21,710.22
31.3,876.96
7.71,301.57
32.33,913.72
25.88,715.61
34.0,907.47
5.42,146.63
16.66,559.8
27.68,783.15
23.56,762.52
9.37,356.91
7.15,373.57
21.15,605.74
21.65,582.91
20.19,716.47
42.57,1233.41
13.23,319.04
33.62,968.07
12.27,449.08
6.79,256.36
29.85,769.22
38.73,1057.16
18.21,566.78
26.72,725.94
30.21,898.54
31.75,797.33
29.14,839.14
40.87,1238.28
12.32,443.84
34.66,1053.22
42.88,1163.73
18.98,587.07
36.13,977.31
29.56,815.02
16.05,531.58
21.19,573.52
40.06,1151.51
24.23,735.15
16.73,445.28
44.86,1279.66
17.07,653.23
6.69,320.48
12.97,307.98
43.66,1333.94
17.44,403.06
39.44,982.91
39.88,991.57
5.86,230.02
34.37,842.68
26.74,633.54
29.99,807.8
22.48,618.03
10.02,331.8
10.54,391.38
6.04,338.31
15.46,483.73
31.21,906.26
16.25,487.8
20.18,673.51
28.55,903.81
30.4,823.69
39.43,1004.2
19.42,549.11
34.16,924.93
18.81,555.95
33.42,934.89
42.26,1142.46
18.44,484.1
24.81,704.31
14.94,489.36
25.9,837.32
25.7,706.92
37.48,1034.42
36.26,997.4
21.57,606.8
11.87,365.83
15.13,364.98
25.08,752.33
43.8,1233.5
32.16,877.55
15.7,520.95
44.7,1111.42
38.42,1147.59
22.71,619.95
32.36,891.64
9.61,394.0
44.32,1119.37
11.45,355.71
39.1,1032.48
24.06,732.65
34.94,915.27
18.17,598.1
25.35,747.61
28.84,725.85
21.51,686.87
23.63,801.34
44.03,1144.83
23.14,646.29
11.42,306.34
24.46,706.66
41.21,1194.34
15.11,435.56
17.21,473.66
15.78,569.46
19.88,549.88
23.9,653.44
18.39,544.19
12.46,305.9
18.59,512.89
21.6,750.77
24.58,756.38
31.22,916.08
34.56,1000.49
38.04,1087.63
15.04,450.55
29.61,835.24
12.36,430.12
29.8,815.9
41.76,1222.62
39.85,994.29
29.32,813.88
16.06,567.96
10.56,423.59
22.84,640.78
20.95,642.33
31.99,917.9
9.25,461.78
6.84,223.1
34.02,963.12
29.07,801.83
19.16,670.51
34.78,961.16
22.74,631.14
36.67,1060.99
38.5,1014.69
34.86,982.78
42.33,1198.36
7.88,193.05
10.07,302.96
36.65,1131.04
34.17,967.4
22.05,582.82
26.31,766.31
13.15,316.42
18.63,575.73
8.11,326.31
6.37,253.96
31.35,839.08
28.71,924.96
33.03,905.79
20.42,496.81
37.21,1020.31
20.07,671.92
17.32,630.1
28.93,661.44
26.83,720.59
33.9,924.93
23.33,693.15
42.91,1090.87
24.59,748.1
5.65,296.97
28.12,749.91
35.48,984.11
24.99,773.54
17.29,638.34
27.02,838.73
32.01,869.09
30.05,878.58
21.3,618.39
20.27,561.85
37.42,1065.27
15.46,515.71
20.39,609.23
31.49,947.44
21.58,622.59
20.88,616.4
9.99,361.65
25.56,758.22
44.56,1158.63
39.24,1194.14
36.36,1049.36
24.4,710.04
37.91,1049.06
41.51,1133.19
13.72,530.73
24.86,779.05
39.27,1119.79
37.87,1195.49
40.34,1143.96
43.32,1129.09
16.49,556.58
28.41,842.28
11.37,467.55
26.02,795.12
7.93,306.53
21.78,702.41
25.83,644.87
32.85,949.97
13.59,474.05
40.1,1022.56
6.1,259.96
29.59,799.9
41.5,1111.32
39.62,1146.02
25.97,687.28
10.72,354.49
8.91,267.05
33.47,950.34
9.99,369.82
7.39,207.39
22.93,652.66
12.4,398.67
37.28,1039.06
26.68,823.83
39.2,1022.69
20.58,589.99
41.88,1225.55
44.09,1249.2
27.09,719.57
12.48,405.22
7.14,303.4
41.73,1196.5
25.36,753.27
13.07,451.37
19.99,625.72
42.23,1158.54
43.43,1090.88
13.25,401.02
25.21,804.54
37.25,1082.86
33.89,946.42
31.22,865.98
38.14,1009.06
37.59,987.91
29.19,886.72
24.64,697.11
37.74,1061.3
35.55,1133.11
12.84,427.14
25.19,684.54
28.68,869.5
43.62,1255.17
24.12,586.38
15.94,573.34
12.66,362.42
42.27,1253.59
26.98,851.05
15.06,484.2
21.86,595.87
6.19,320.56
5.14,253.78
18.71,521.34
33.3,964.04
34.32,890.18
5.2,245.98
32.33,925.55
35.35,1012.4
14.26,529.26
11.12,348.37
33.24,892.74
27.7,794.22
20.87,670.68
28.15,791.1
37.41,938.88
8.72,302.3
25.5,746.97
16.06,454.95
16.38,368.57
35.93,1016.96
30.98,796.03
40.51,1170.7
19.65,729.44
25.21,676.52
10.77,390.31
39.11,1095.7
29.74,751.51
41.42,990.11
30.29,775.81
10.36,340.87
27.53,934.65
42.98,1208.86
11.71,339.72
18.13,499.55
30.83,829.65
27.78,681.82
12.32,354.97
11.44,413.61
10.88,358.38
26.43,736.2
41.49,1187.19
25.07,659.1
21.39,660.51
13.37,365.92
40.44,1160.8
44.47,1215.49
33.41,945.07
25.62,732.52
41.53,1170.96
26.0,698.9
18.82,631.05
12.48,396.6
10.51,392.3
22.96,713.59
20.58,568.49
13.28,461.74
25.34,688.78
34.15,858.31
29.63,852.42
35.93,1128.02
37.37,994.89
10.44,391.59
44.68,1266.07
11.54,319.03
34.55,926.54
27.77,869.12
25.73,782.67
41.07,1131.05
36.58,919.93
7.28,247.35
30.1,883.68
24.79,531.09
21.54,687.22
6.35,326.66
40.12,1211.12
18.08,628.54
44.97,1248.23
37.6,1086.74
37.11,1006.48
28.7,784.28
38.18,1080.88
15.04,426.63
28.7,791.96
28.34,939.86
22.24,611.5
27.67,806.06
35.23,883.39
12.48,362.73
44.05,1152.46
23.76,686.46
32.71,865.05
41.26,1114.36
43.74,1162.88
28.47,799.49
43.38,1084.24
28.03,706.67
15.2,526.29
27.06,741.51
9.73,354.43
34.03,973.63
14.38,463.24
21.61,558.81
20.06,477.68
14.44,435.19
33.8,946.29
17.76,626.94
42.67,1284.04
5.27,251.61
23.14,672.33
23.57,683.24
28.38,805.28
9.8,302.47
39.43,1165.8
13.88,420.87
20.31,627.06
27.58,807.85
5.19,88.18
29.9,784.64
13.14,447.95
35.42,1058.77
16.5,523.18
29.06,866.34
24.99,658.12
40.24,1107.73
19.24,510.41
25.1,773.89
26.4,762.69
9.43,439.88
26.72,766.77
24.56,619.38
11.84,415.65
29.87,819.16
25.46,793.55
10.65,322.49
30.13,928.24
23.79,611.32
41.22,1215.17
26.54,681.27
14.75,421.39
34.63,1006.62
21.95,777.33
38.39,1064.73
23.02,591.27
13.43,295.55
24.94,780.6
9.13,427.19
20.78,684.96
27.62,800.69
29.69,796.46
20.05,632.0
11.26,402.41
17.81,663.77
25.36,764.9
26.85,824.27
38.64,1058.89
7.13,218.85
26.45,758.8
12.41,265.0
40.34,1107.12
32.42,929.24
15.82,461.9
28.24,827.31
39.63,1155.12
10.82,378.17
17.7,536.5
24.12,679.3
14.96,458.32
10.34,476.84
12.64,368.17
18.27,518.6
35.39,1041.41
44.32,1161.52
13.62,493.08
37.53,982.11
22.83,670.11
9.7,398.15
28.92,749.43
20.65,660.13
17.29,586.34
19.86,580.49
25.47,813.54
24.95,713.47
20.85,614.95
9.32,375.88
25.69,816.2
40.94,953.97
20.83,495.85
26.67,689.52
30.38,896.81
22.14,666.78
36.8,906.99
6.35,375.21
9.7,376.68
6.09,236.72
42.54,1193.56
8.88,303.38
37.41,1100.79
8.81,401.28
22.53,757.28
26.75,797.94
36.54,1020.17
11.25,443.23
31.0,976.94
39.74,1077.85
42.95,1261.05
44.33,1175.45
42.09,1105.15
18.91,595.18
12.87,377.62
21.89,533.39
13.53,426.94
42.12,1298.32
23.39,573.46
17.39,587.04
41.8,1130.02
16.95,481.84
24.87,671.28
23.34,689.6
38.54,1046.74
24.39,746.27
19.08,709.9
9.97,363.43
26.58,728.02
31.62,914.16
15.34,445.16
31.57,861.7
23.48,646.18
6.74,325.86
6.76,321.51
7.38,274.03
21.61,552.76
37.8,991.63
17.89,544.77
30.16,924.37
38.79,888.39
27.4,799.68
41.94,1189.23
17.25,573.42
25.36,777.03
26.8,833.77
12.01,386.77
24.98,769.65
31.1,766.72
8.98,297.96
30.67,887.52
26.01,720.81
19.85,535.41
20.26,567.88
39.23,1120.71
43.53,1181.81
19.15,576.41
23.35,706.99
24.29,723.52
31.14,966.76
14.63,536.69
19.26,607.32
10.58,348.1
5.32,314.7
12.49,513.82
6.8,178.51
14.69,463.22
19.41,574.94
7.56,232.27
43.41,1156.43
10.39,338.16
39.25,1146.28
33.58,857.02
35.76,1009.81
13.88,401.63
42.56,1238.92
14.21,462.45
5.88,304.35
11.17,385.95
19.01,479.0
8.22,274.67
37.47,1140.79
27.42,821.13
42.07,1273.15
28.5,905.62
7.54,252.57
26.45,683.16
8.14,371.24
42.55,1227.08
31.26,884.2
18.92,486.12
29.37,802.36
35.08,987.43
42.59,1211.66
30.06,792.15
31.99,962.09
21.04,674.36
13.99,498.95
19.09,609.57
31.47,756.83
39.88,1116.01
31.62,867.56
43.26,1216.43
31.89,801.75
30.16,733.1
5.5,273.26
29.4,781.54
7.91,170.01
25.89,683.74
28.45,801.41
30.85,938.81
39.85,1098.5
23.92,663.35
24.23,690.29
26.95,819.07
18.38,592.58
15.86,539.55
9.28,436.72
38.59,1067.6
6.67,309.17
44.25,1077.57
16.57,524.96
33.08,846.04
34.25,918.45
20.89,594.69
21.42,635.29
28.91,787.87
7.78,271.44
5.88,285.95
33.9,952.78
25.78,740.43
44.93,1223.02
16.95,510.07
19.92,657.36
30.39,854.33
32.5,1048.08
20.45,638.68
9.88,391.77
7.72,273.94
5.07,259.98
19.82,656.53
16.15,516.33
5.86,223.27
31.38,950.16
19.19,697.42
26.8,680.65
39.56,1060.59
19.54,585.91
13.66,419.77
16.12,499.41
6.59,204.51
14.01,506.09
41.09,1128.85
10.03,365.79
18.22,538.39
10.14,312.13
7.35,244.25
20.15,700.4
37.9,988.6
6.53,239.38
32.43,802.19
6.99,303.79
34.03,1003.88
43.62,1085.26
16.05,457.86
23.3,634.93
26.91,751.45
14.1,485.66
6.85,269.54
7.72,292.92
19.8,509.58
13.26,428.93
25.54,795.7
7.57,295.61
32.48,791.71
11.12,454.19
6.35,339.69
15.08,510.99
32.42,966.36
9.58,368.32
35.97,1038.75
30.05,816.93
17.31,580.17
8.62,181.12
41.38,1125.05
14.32,512.88
30.3,945.41
32.65,941.14
26.27,828.89
28.37,805.93
16.85,559.59
28.5,855.27
37.95,907.07
36.07,1048.61
13.92,455.18
36.31,1020.93
32.2,958.68
22.45,629.2
24.45,712.79
25.65,745.54
36.16,1027.08
29.48,707.85
38.91,1112.88
37.82,1088.14
41.55,1060.58
39.99,1055.46
5.84,313.96
19.51,529.05
19.95,687.99
32.48,856.03
27.67,850.13
44.62,1157.69
29.73,893.06
27.68,805.71
39.01,1089.73
36.6,953.05
11.42,385.0
24.36,662.02
44.67,1163.64
33.32,1012.0
5.94,420.27
7.46,240.56
34.26,981.94
35.93,1054.94
37.78,1006.65
16.71,464.58
37.24,1031.09
44.69,1218.18
28.05,649.62
28.92,838.26
14.77,517.51
13.63,470.24
5.31,217.23
13.6,352.81
11.07,404.32
31.51,841.35
6.64,247.1
43.74,1193.87
41.8,1193.17
17.62,602.74
41.47,1149.35
24.14,705.43
39.38,1130.52
32.53,860.63
8.72,276.81
33.53,1025.93
30.59,952.82
37.24,925.02
35.63,960.79
34.3,1013.02
30.83,893.53
39.33,1074.29
36.16,931.36
34.43,930.17
9.9,296.96
43.89,1278.84
40.04,1055.52
26.42,768.2
41.0,1150.12
26.52,756.57
27.01,772.84
38.7,990.79
20.48,588.69
33.78,925.07
37.13,992.06
40.97,1207.57
30.05,966.51
16.54,572.57
36.29,1097.93
8.69,279.47
30.98,861.75
33.31,881.01
40.02,1107.5
20.81,566.77
35.18,915.83
27.59,625.73
30.13,880.76
32.4,980.76
11.28,446.19
34.59,1010.94
8.81,369.48
43.96,1180.57
10.69,272.49
44.45,1146.61
15.03,457.34
21.3,502.32
27.82,829.29
24.18,729.49
33.27,963.79
32.06,956.2
19.68,483.63
35.67,944.31
24.55,644.17
29.74,809.3
33.21,887.8
29.62,710.61
8.13,344.61
35.24,1061.6
24.01,656.22
10.25,318.23
12.63,466.31
13.91,443.34
40.48,1145.51
29.12,767.17
7.22,317.02
37.09,1050.81
32.89,895.2
25.59,736.8
38.03,923.25
35.73,976.49
25.13,729.84
34.48,936.95
5.92,196.82
25.12,810.97
19.79,669.3
14.24,458.48
23.43,707.46
20.7,508.54
12.39,342.51
44.99,1196.91
7.08,213.4
38.51,1122.94
35.16,941.65
7.97,226.89
18.64,686.22
29.58,950.08
11.2,424.05
34.72,851.51
19.05,664.83
10.67,453.02
32.64,812.11
15.04,340.1
19.06,543.37
22.4,681.75
22.29,742.89
36.62,902.47
30.88,980.75
39.11,977.4
35.85,1048.25
42.46,1159.66
18.96,649.43
28.16,826.53
38.68,1062.99
37.68,1082.99
37.39,987.21
22.22,648.23
24.44,630.35
8.18,348.36
11.97,470.0
22.65,693.35
17.44,549.19
14.65,448.17
10.99,519.06
35.14,976.25
37.43,941.89
24.64,749.83
38.0,1053.37
41.58,1264.02
11.1,376.62
38.23,974.34
6.11,354.62
9.52,356.18
21.45,601.98
31.84,1031.49
24.57,712.37
13.37,400.77
30.25,913.41
39.75,1151.44
36.8,1075.2
16.87,602.47
41.08,1013.07
20.46,661.71
40.95,1128.64
9.14,336.63
42.42,1130.1
18.92,547.87
22.56,649.44
38.52,1071.19
32.59,782.9
27.2,823.26
32.15,962.49
25.85,774.33
6.05,286.7
23.81,753.31
29.18,843.74
10.26,487.52
14.03,451.01
14.17,512.81
26.64,712.33
14.02,442.46
14.09,518.85
22.02,640.48
36.53,979.71
16.18,525.05
15.06,479.12
25.11,671.98
19.1,554.63
44.23,1218.97
37.26,885.85
20.67,619.33
9.79,290.43
13.72,427.27
36.33,932.12
23.28,660.35
12.81,528.16
30.0,788.7
30.58,824.35
18.17,531.65
10.76,241.03
27.55,684.0
27.55,821.22
23.28,645.76
43.8,1302.06
17.82,488.54
25.11,838.62
30.42,754.48
32.62,905.04
38.81,1015.59
13.83,490.89
39.49,1047.06
9.05,292.93
7.59,282.82
39.84,1248.67
18.0,632.14
36.86,992.54
35.96,940.37
32.02,846.47
13.18,362.1
21.99,710.46
37.37,988.8
8.93,394.65
25.24,802.0
11.15,368.36
9.09,237.07
22.66,712.28
17.38,458.39
37.83,1045.54
24.52,802.92
34.64,819.85
31.45,869.07
43.05,1136.85
15.4,456.62
36.23,920.24
12.5,537.1
39.49,1097.04
39.94,975.33
37.7,1064.47
17.84,613.54
10.87,367.08
38.73,1165.93
28.58,689.17
22.92,741.23
21.5,622.27
9.05,272.35
30.88,919.37
25.83,791.95
43.45,1277.1
32.0,988.0
43.63,1194.87
10.59,268.08
32.3,798.0
37.57,935.56
29.45,809.89
29.59,854.5
11.23,413.72
17.85,580.62
30.3,808.01
23.92,780.16
39.52,1184.45
36.09,941.41
26.4,753.4
29.48,877.64
31.25,968.62
31.21,916.13
32.84,885.03
24.89,660.42
9.95,283.73
43.21,1164.48
5.66,210.49
5.66,164.45
42.54,1206.18
24.78,698.36
37.7,1068.76
20.43,532.7
22.24,716.53
33.22,980.19
25.35,803.19
41.02,1118.39
32.66,902.28
26.09,789.83
38.19,1132.39
26.8,768.43
16.98,430.77
9.82,318.02
19.02,656.67
30.38,905.84
44.27,1225.18
34.82,944.96
29.76,946.38
13.1,365.39
33.28,933.09
25.92,776.86
34.56,989.76
19.62,542.99
24.13,752.93
26.04,786.91
19.48,598.2
28.15,829.45
16.05,469.28
8.05,412.91
12.14,484.81
24.77,679.99
7.68,282.62
20.47,681.1
32.03,941.09
25.49,745.51
27.14,720.41
33.98,897.43
9.84,352.21
15.55,590.94
21.9,719.43
15.73,532.84
22.55,710.63
40.75,983.33
9.58,360.2
16.78,539.81
39.69,1006.1
27.6,925.99
43.8,1225.07
11.9,433.64
35.23,937.67
38.56,1082.3
43.34,1195.0
11.31,500.51
26.43,820.85
21.12,642.24
29.24,742.36
8.18,231.43
23.95,546.59
6.16,235.97
17.38,567.51
37.86,1053.2
23.68,732.84
39.05,1206.9
7.33,228.15
33.0,869.66
7.4,294.29
11.22,288.34
37.14,1026.74
5.79,218.98
20.22,530.78
42.45,1084.93
11.21,350.2
42.91,1132.85
12.83,400.8
15.8,577.13
30.52,927.57
5.26,256.74
33.36,976.29
41.14,1068.9
19.23,619.44
29.21,771.63
19.29,619.3
32.68,1028.22
26.08,813.43
25.11,782.72
7.09,215.03
31.47,888.13
25.24,750.21
17.84,611.23
24.19,664.29
18.22,552.81
15.84,596.74
9.85,353.13
13.79,313.37
10.19,290.64
5.4,198.91
34.51,905.82
8.78,338.95
20.79,692.82
30.9,956.43
33.31,1020.86
8.07,270.65
40.26,1097.56
8.58,313.42
25.53,918.7
37.89,1076.12
23.31,679.58
44.99,1175.37
33.23,1008.32
18.55,493.9
8.05,321.53
38.0,1050.41
39.82,1080.11
30.23,975.14
18.23,593.38
27.63,857.34
5.11,161.62
21.69,709.07
44.45,1299.25
13.53,458.42
32.32,884.84
9.2,284.78
34.2,959.59
22.6,656.54
18.63,533.07
25.22,762.42
37.75,1059.07
38.53,1043.73
19.12,559.27
30.31,758.42
17.92,540.98
23.07,605.04
31.25,860.75
15.23,501.33
17.99,441.27
11.64,375.99
29.06,849.55
38.82,980.32
41.72,1107.97
42.71,1088.99
36.18,1058.16
23.92,661.32
37.5,997.84
15.23,532.98
25.44,721.47
41.74,1252.87
28.12,835.73
29.44,864.02
29.85,876.23
37.15,1107.25
8.36,123.12
19.95,640.49
42.46,1112.65
43.6,1119.17
27.35,775.53
17.0,519.96
39.06,971.51
40.63,1044.61
16.89,437.52
34.37,908.7
43.05,1206.47
22.29,634.37
8.26,323.77
38.34,1011.01
31.94,980.47
35.33,955.84
31.4,938.74
21.79,648.5
43.58,1142.89
29.9,977.46
26.01,824.45
27.26,768.66
35.54,1043.89
29.36,833.14
7.94,282.21
16.1,460.4
25.53,737.56
11.6,408.9
39.23,1093.65
36.06,1036.45
35.26,980.15
23.71,614.49
16.6,538.97
38.52,1018.9
19.11,477.27
27.34,767.96
16.72,484.35
44.3,1154.8
33.3,851.86
43.59,1204.11
43.43,1143.54
13.37,375.35
34.24,976.83
23.63,675.43
30.21,873.73
23.63,678.25
7.28,300.09
32.24,814.89
24.5,796.01
10.35,251.58
31.21,927.8
11.37,373.78
40.06,1228.87
5.84,245.98
21.84,683.47
18.71,440.62
40.33,1180.01
34.75,993.96
15.58,379.68
18.56,521.08
30.46,840.25
43.72,1255.9
21.26,612.58
38.39,979.89
33.71,913.09
33.25,961.79
14.55,454.91
6.19,292.06
23.78,545.97
29.36,941.33
24.1,698.7
20.37,626.37
16.54,563.31
39.38,1158.25
11.79,461.89
5.21,181.01
9.33,231.06
22.71,696.3
27.41,855.35
32.9,951.31
27.44,659.48
30.39,981.77
9.67,309.53
22.56,714.72
33.38,819.45
17.97,632.42
15.29,541.61
16.03,474.3
20.17,680.84
5.15,239.14
41.17,1178.85
13.24,423.49
39.27,1038.66
7.24,389.46
16.17,532.28
26.73,684.8
10.78,378.19
44.49,1253.96
27.46,853.03
37.28,1160.3
16.11,539.96
12.6,371.2
38.9,1059.29
13.83,524.02
20.32,566.22
34.62,977.85
14.34,429.57
31.19,860.93
43.24,1167.27
26.53,776.83
15.81,486.95
42.6,1068.21
41.66,1215.1
29.98,916.08
35.04,988.57
35.08,1052.2
22.8,714.66
15.61,537.99
7.67,311.24
6.9,318.0
7.13,216.57
14.56,444.62
9.51,250.25
6.9,201.61
28.33,883.41
18.59,590.17
44.97,1194.72
31.7,834.8
42.56,1081.24
7.59,217.12
15.48,449.59
36.25,835.89
29.73,897.47
19.49,605.94
38.63,1090.81
25.02,763.58
41.66,1139.44
26.89,785.26
28.51,810.15
17.39,621.88
8.2,250.63
5.53,288.11
16.55,448.9
39.01,1005.19
18.52,474.31
38.35,942.82
44.64,1231.11
22.24,594.05
22.42,679.93
39.06,1174.44
27.41,757.53
38.28,1078.98
33.09,989.05
19.98,616.84
30.82,877.99
6.12,152.02
25.05,733.52
8.58,351.15
27.06,885.24
37.49,1015.19
11.41,458.48
20.81,583.12
26.85,827.15
13.08,377.06
6.32,265.43
5.06,187.2
15.22,480.91
17.27,532.09
23.59,695.3
38.94,1025.74
21.66,638.54
8.34,329.05
18.06,531.9
17.24,478.86
27.8,749.9
30.94,933.03
5.02,225.99
26.59,848.66
14.85,456.71
35.46,977.54
18.5,594.63
41.63,1173.96
20.89,702.59
19.02,445.64
10.38,387.97
11.99,335.9
31.96,891.63
27.86,729.79
27.01,787.95
10.32,293.91
9.23,216.65
22.53,593.55
43.13,1246.55
21.82,685.44
41.15,1204.68
43.7,1074.73
9.44,442.65
41.98,1292.26
33.86,883.51
8.8,342.44
34.11,915.05
24.73,764.72
10.59,463.43
14.52,404.11
33.34,854.33
17.77,528.43
43.08,1395.06
37.81,1095.64
27.16,808.96
30.03,912.41
41.76,1213.97
17.82,565.65
37.36,1030.88
22.95,639.09
39.85,1109.48
7.61,358.86
33.72,1007.98
37.34,1000.5
29.53,831.45
16.74,446.74
10.92,437.48
34.56,995.2
10.13,336.67
38.77,1044.05
25.04,667.94
20.28,612.01
14.47,551.43
5.66,194.43
41.21,1047.73
29.18,836.53
33.04,996.88
43.95,1256.3
13.75,516.69
7.51,256.75
24.39,762.97
21.84,668.43
7.55,272.99
23.89,699.06
26.66,815.6
9.67,376.13
32.81,953.22
18.83,611.05
27.57,765.02
30.48,782.6
19.33,541.74
34.42,1013.49
31.21,794.81
7.3,283.21
10.37,368.14
6.79,313.41
39.79,1018.25
18.97,439.05
26.23,721.55
26.13,786.98
23.92,781.39
20.99,584.51
18.82,520.06
15.37,498.89
14.46,586.64
30.84,898.67
33.1,959.75
14.74,586.09
10.47,417.73
35.88,1006.96
7.95,231.54
27.07,781.03
24.43,754.1
32.85,858.88
36.85,1077.28
41.88,1140.35
15.95,486.11
6.54,207.59
27.77,815.41
20.32,648.98
22.76,604.85
38.63,1096.75
19.44,639.75
26.57,814.82
10.43,374.42
36.7,998.27
24.59,699.06
18.04,467.45
22.49,624.41
14.6,447.34
27.5,738.94
14.02,459.32
19.35,673.13
8.47,411.87
17.01,490.12
20.27,712.34
36.13,1071.04
30.94,831.74
9.72,372.92
29.08,825.63
22.7,543.95
