years_experience,annual_salary
18.38,81003.78
18.71,83000.72
10.1,60388.58
19.01,91789.57
10.99,56975.24
7.58,55307.75
16.2,83461.67
2.17,16808.44
4.33,46409.85
4.27,35370.92
12.44,74993.62
14.18,91258.62
16.75,83083.09
18.0,82831.45
17.5,97283.66
13.64,66026.66
18.3,104177.4
5.51,40579.65
14.51,70753.91
1.53,49293.84
2.5,36670.14
4.52,53804.28
2.05,31977.55
19.31,91817.66
9.32,34235.51
18.13,96562.96
9.53,61446.29
13.99,73082.91
6.43,52255.29
19.01,91852.9
0.7,19895.47
13.95,76719.43
19.01,90001.03
15.76,86098.85
16.55,80689.52
5.98,42192.11
9.04,52275.77
2.72,27460.77
7.53,47167.93
0.17,29045.68
15.58,73516.39
19.06,82307.46
14.02,80374.62
16.21,80615.53
10.27,67086.97
3.83,36654.5
14.42,70883.03
5.99,32004.06
9.19,48127.31
18.01,81065.66
7.46,53353.16
5.79,44383.96
0.63,19014.58
14.03,51856.01
4.3,43766.26
12.79,76778.25
7.33,58379.77
15.75,72418.9
17.8,95507.18
4.71,46027.34
15.85,84951.52
3.06,30821.87
2.82,33803.0
8.57,69643.34
6.49,61134.46
19.74,93714.79
16.08,82812.09
17.8,69756.65
2.72,44151.51
14.28,80942.31
12.09,70060.47
1.98,27127.62
15.87,81087.78
17.08,96490.75
18.28,91882.13
18.8,111840.78
2.16,39038.55
17.64,79401.87
18.91,87888.79
13.82,67677.12
3.68,44731.23
8.02,62287.05
1.8,45038.02
0.08,22638.29
18.4,93148.41
19.45,103307.03
18.39,101749.17
5.08,32933.17
12.42,73438.72
9.99,50434.55
9.92,54909.2
8.57,44529.04
18.82,85915.08
15.82,68764.64
16.94,74825.2
0.69,20186.16
8.24,56261.29
11.96,67129.62
13.17,57958.4
17.9,109572.73
3.34,32782.01
1.8,20668.46
17.86,92184.35
10.13,60426.74
10.78,56243.97
17.8,90424.97
15.0,72107.39
14.62,73787.28
3.72,49746.99
12.43,69487.08
9.0,61417.95
12.22,63595.89
11.51,66523.02
0.53,20673.09
6.88,42550.62
9.16,53747.22
10.0,54459.47
1.99,40267.16
17.97,92530.82
6.69,30063.69
9.79,73053.0
13.27,76589.98
14.38,84492.55
7.56,50094.36
2.58,22085.5
4.15,28919.84
3.3,50211.62
4.88,29071.41
12.07,55690.25
10.72,59040.48
3.37,25725.94
13.63,76971.28
1.27,34345.7
18.19,91982.0
11.32,59720.12
11.81,68639.3
5.72,59281.15
10.23,49342.65
8.53,63771.5
19.01,98016.14
1.52,29493.39
9.17,58442.46
15.83,83259.99
10.89,55308.18
11.3,51506.96
18.22,96037.25
7.51,41339.21
0.04,16399.31
18.51,85672.42
0.66,29590.13
15.95,76823.44
2.79,28979.77
0.41,34069.98
7.09,47161.24
17.28,79095.92
0.74,30742.65
5.25,43856.29
5.58,44763.2
1.9,35183.96
1.85,30379.48
18.16,95330.35
13.91,62243.48
6.22,56709.9
4.77,34376.9
0.86,14908.54
7.18,43808.58
6.02,43283.22
18.34,83315.71
4.41,32714.3
8.1,61444.9
13.64,65775.92
6.42,29420.3
15.64,76921.48
14.53,92201.07
0.71,18970.52
17.12,77710.95
7.28,47243.59
1.92,44063.63
13.97,71007.99
14.94,69113.62
1.42,32875.28
7.08,52083.64
17.91,91576.84
13.39,63362.12
10.68,57858.64
10.08,69293.25
12.17,70861.26
13.06,77180.84
1.38,29385.7
6.68,56841.4
10.53,64210.84
14.61,71935.6
14.86,82957.95
12.11,60385.17
11.73,78405.14
7.36,58807.57
16.69,81087.35
18.33,87668.25
16.93,85301.12
17.44,84651.57
18.18,99168.7
4.04,34834.34
10.28,48951.05
10.69,60348.61
9.71,65000.08
16.97,92511.57
6.5,48663.22
3.23,31221.21
5.49,43848.36
2.86,29777.66
8.1,34893.12
2.34,26360.38
1.75,35213.45
9.02,54405.07
12.02,64611.46
12.15,76389.6
1.85,23748.24
19.43,86080.54
2.43,36169.76
13.21,65537.69
17.77,81470.2
17.7,99327.51
10.24,52272.69
5.55,38561.7
16.56,86462.0
12.25,67490.05
15.82,69385.54
8.0,67271.58
18.27,82585.87
18.59,88107.25
14.75,80108.88
18.85,108278.59
9.07,53466.95
3.89,31257.16
13.12,74895.05
13.07,87440.68
9.83,60480.2
5.21,40959.54
12.49,71834.4
3.62,21051.61
15.07,72810.77
18.14,73874.36
3.33,33783.43
16.41,78315.11
3.97,17792.79
10.01,61463.68
18.58,94992.08
1.65,29242.48
1.8,19056.46
19.17,102232.5
3.18,51296.71
6.84,52144.85
9.18,54296.4
0.13,22739.98
3.76,41632.34
16.57,83708.38
10.38,64804.0
7.88,56172.42
13.64,66832.42
6.5,41150.93
8.77,53454.59
19.87,98301.05
15.49,66724.78
11.08,61948.84
10.53,61584.26
16.89,80204.89
12.02,78282.44
6.79,58605.76
8.36,57569.9
3.67,52000.5
19.19,99193.24
13.04,71727.34
7.97,49084.48
7.2,47030.16
18.14,91533.57
7.21,47247.75
15.13,65809.96
16.71,80434.35
18.2,96906.85
7.46,30521.07
15.31,89797.3
6.54,52474.18
18.88,89206.0
0.22,28082.45
11.4,72602.17
10.2,60963.83
17.55,94022.76
4.33,46948.45
1.75,32511.44
16.93,75365.07
7.0,48725.08
6.5,31413.74
2.11,35937.37
18.4,86046.54
12.66,64384.81
13.84,78696.92
17.96,77692.3
16.88,84966.73
9.04,53908.54
3.2,34740.74
13.45,74336.26
13.01,85137.56
0.94,31483.51
17.99,98824.27
6.7,59630.55
8.58,61172.02
10.28,46213.46
18.24,86924.09
3.41,28209.2
7.37,73717.51
10.03,52063.6
19.84,82454.96
8.8,33619.6
7.97,44607.53
18.7,91434.66
13.23,80002.63
3.27,27888.82
3.52,46677.94
12.89,69602.16
9.34,53810.56
0.18,27010.47
8.97,67742.02
18.79,91187.54
14.95,68450.43
11.17,67495.31
3.9,41928.86
6.71,46972.6
19.93,102937.11
13.18,52820.6
5.53,47196.72
14.76,82934.15
1.83,19805.01
7.41,39074.68
4.58,49024.18
17.92,97116.2
14.7,87338.34
9.95,54281.07
8.16,55154.54
17.17,87767.26
3.91,25022.56
1.5,31491.48
17.04,85733.63
17.13,90917.21
4.86,37442.82
3.91,48673.37
14.43,76134.21
2.87,48714.71
12.44,74509.44
14.02,76308.0
12.44,59083.43
8.54,44324.97
16.32,94939.37
18.6,97120.68
14.11,72118.95
8.38,50992.14
19.91,96474.17
8.99,45697.6
2.33,29397.01
3.65,42681.06
6.96,55326.56
3.42,34033.44
15.57,92282.46
0.28,34347.28
8.12,47261.72
17.56,76267.99
2.35,37998.12
11.52,61725.3
18.68,85249.11
1.43,31794.87
6.99,55235.86
0.75,33971.73
13.64,73195.07
8.35,35873.67
18.95,98947.86
13.83,66941.68
12.04,69602.87
18.21,87745.29
2.59,52028.81
15.67,96304.31
14.6,72410.55
13.47,61370.47
12.76,59534.0
2.49,35878.64
16.28,77665.05
12.7,60571.79
15.43,74813.73
17.52,89935.83
10.85,62343.71
19.14,88122.86
2.18,29789.03
0.08,23987.21
6.6,49877.08
4.33,42408.78
11.07,50565.52
5.61,45954.26
13.76,70273.2
18.91,83062.63
15.39,75866.26
8.41,63666.72
19.71,100454.19
15.42,79760.42
16.22,74584.93
4.09,28455.4
13.74,65548.44
1.41,30042.15
4.71,41737.93
0.33,20939.76
14.1,81388.93
0.42,29542.16
8.98,35232.15
12.98,71294.09
6.1,52393.49
7.35,52329.11
17.36,90423.19
18.03,85991.12
17.17,84586.97
15.0,77140.61
5.55,45899.7
1.49,25594.55
9.77,67948.55
18.49,101089.76
4.47,36387.99
4.19,30318.83
15.59,68813.4
11.84,69678.91
8.09,58003.69
17.25,88660.29
11.65,69738.23
18.41,84871.74
7.36,34849.32
8.88,52106.99
1.49,43432.16
7.35,52856.64
3.59,40976.31
0.66,34536.19
5.12,36182.65
9.81,61131.69
4.95,46412.68
2.18,25176.05
9.03,59518.26
2.96,45712.24
1.72,27813.91
19.2,78433.88
9.52,59697.69
16.05,75910.54
3.42,38403.57
9.23,50571.3
1.8,31782.5
8.24,63643.86
16.53,82625.58
17.85,74299.13
10.38,64336.24
5.73,45207.41
14.67,78048.66
12.78,77510.56
9.41,53732.81
9.51,55971.11
9.86,51289.59
6.78,50293.83
10.38,62665.06
1.15,26938.36
11.4,70889.54
9.92,51440.77
8.41,55454.99
6.48,52488.45
12.44,64188.17
9.7,47960.0
2.02,18495.9
7.49,52454.21
1.53,43907.59
7.58,46664.1
10.66,65908.81
7.82,32969.36
6.83,51900.29
5.62,35973.21
7.64,48577.5
1.39,30482.69
19.88,81286.78
11.11,89038.87
12.72,64689.79
3.66,42675.9
18.47,101579.67
11.42,67327.03
8.29,44184.41
14.26,75746.61
6.09,31603.4
18.69,87776.94
3.39,50267.13
16.66,72028.14
19.33,86069.21
9.83,74250.83
17.53,84972.3
1.43,22859.79
12.41,71554.87
7.12,46185.89
7.29,28774.03
9.01,45641.77
11.94,83230.28
12.32,70746.12
5.57,56188.58
7.68,43642.64
4.99,42026.56
12.65,67926.65
2.04,27764.1
8.47,56332.09
19.57,84575.99
19.78,103890.36
10.36,64995.47
4.95,40929.37
11.67,66910.94
9.77,56773.42
0.85,14185.8
19.78,86311.22
6.54,46461.12
7.99,50127.12
10.27,66129.95
17.61,91108.81
15.98,76459.62
4.11,31732.63
14.33,81189.85
17.49,87733.87
14.29,70025.74
2.78,25607.14
10.78,57316.22
16.77,86834.67
3.91,52187.64
10.77,61002.33
13.39,65204.57
12.71,86733.55
2.13,29487.15
5.55,38069.03
11.04,60390.84
4.18,35956.51
6.67,58524.25
8.3,40665.48
0.27,30709.78
10.21,60641.95
19.9,90179.41
8.17,50891.4
5.49,42195.44
5.06,43414.31
10.3,57451.6
9.12,56396.66
17.24,79120.21
12.78,87202.52
7.97,60979.8
7.71,55910.77
10.94,59752.8
5.07,49307.48
8.46,56993.49
5.7,45905.22
10.31,56818.45
10.93,65458.81
16.94,97745.13
5.02,43227.79
18.09,86221.29
10.71,63262.66
14.54,76228.65
12.23,63439.97
16.58,77103.04
13.26,77765.87
0.22,35417.89
7.81,70445.93
18.77,94351.59
9.03,57535.35
16.57,90201.2
17.38,78563.1
6.65,53421.08
17.15,93350.88
7.55,59614.24
0.51,40113.46
13.89,113148.23
16.41,78481.51
9.03,54891.28
3.47,28214.2
12.31,72377.15
14.77,82079.18
13.1,75329.63
7.12,51100.55
7.37,58829.54
10.98,68038.24
3.87,33717.44
16.92,60632.8
2.05,29515.65
9.73,59370.9
17.19,85539.57
10.59,60625.53
15.22,73971.91
4.79,34996.01
8.91,47922.15
14.26,78393.87
17.77,95889.41
12.86,60003.32
4.86,41503.33
2.93,41550.29
16.83,82396.7
11.08,69510.56
3.68,46497.82
9.71,62152.58
2.53,122863.36
2.1,42882.49
18.4,87258.7
10.89,60984.45
4.98,46542.99
17.63,84276.86
19.98,93131.4
17.68,83904.24
14.95,75886.09
19.24,93920.41
3.95,23035.55
17.55,85655.18
7.17,35992.09
0.64,24003.87
0.65,29971.35
3.76,35528.65
15.59,85187.84
17.93,90548.01
2.56,16708.77
16.91,93760.34
15.11,79880.59
1.04,24101.88
14.63,72438.87
0.77,11009.3
5.25,45123.18
10.62,67373.29
18.19,83208.05
2.11,25134.96
6.97,50505.6
11.54,74941.5
14.8,85540.92
18.31,95708.6
9.38,73980.57
16.82,91257.72
12.34,77444.84
4.08,39980.44
11.59,62797.65
6.28,56044.64
14.07,66406.63
5.69,48308.16
5.26,38535.71
18.91,93889.45
18.17,90752.17
9.03,57925.99
15.31,78440.98
19.64,98004.64
1.77,36746.17
12.12,56240.36
5.07,42381.89
16.0,77656.38
2.03,33651.79
15.78,76887.74
4.01,49243.41
9.12,56375.24
16.28,89859.83
1.35,22105.09
18.56,87726.02
4.35,35296.77
10.01,63200.41
14.69,66940.01
2.47,19974.15
12.17,62607.37
10.31,65578.56
11.72,59530.43
13.25,73499.29
8.41,49265.41
5.98,31891.15
3.68,44685.32
18.78,95929.54
8.03,52777.68
5.64,45098.84
1.05,27018.03
15.02,69323.84
10.55,72390.24
3.82,37562.61
17.87,90429.3
18.68,86374.07
17.61,90190.33
11.22,73429.26
7.47,52462.58
3.24,39216.52
7.54,58431.06
12.24,73510.71
4.53,49211.88
9.28,60044.34
11.46,67679.1
14.63,78115.36
1.83,38312.6
17.34,82235.74
9.12,61169.61
11.64,84114.67
18.81,93693.8
3.36,27181.26
17.69,84592.78
16.09,86276.46
19.88,89217.17
7.86,44689.78
2.54,22845.17
0.28,24326.04
15.85,93375.39
2.73,30312.21
6.12,53427.5
19.75,91879.67
8.84,52848.47
4.62,45320.02
15.06,65456.74
5.43,57363.7
10.62,66470.07
3.15,44424.56
9.22,55195.28
2.17,36574.34
15.46,86579.07
7.3,49834.06
6.38,40330.63
19.88,87020.01
16.59,79696.64
11.08,65590.64
18.88,89792.24
4.23,35882.6
11.47,70568.18
18.58,86345.5
11.39,60098.64
6.16,54074.32
16.23,86220.4
2.78,24916.49
3.04,24993.29
14.62,67316.87
1.39,29608.23
1.01,37971.72
7.58,63114.26
7.96,58857.38
9.39,73178.59
14.81,78464.25
11.38,73691.93
14.27,70378.76
1.0,16043.78
6.31,44630.01
19.33,91647.34
8.56,75622.51
4.45,40570.95
19.84,86303.56
8.23,61509.45
9.58,52438.04
4.48,41814.12
13.13,77963.0
4.14,32053.0
12.2,79834.33
15.15,87035.17
13.05,73494.09
1.81,45340.21
1.6,27526.2
16.85,90317.95
18.09,90549.68
2.71,29393.47
7.51,46419.96
13.08,87033.25
16.71,91958.18
18.18,95745.02
13.97,68905.64
2.95,40986.78
15.37,75840.3
17.18,98716.06
7.03,59294.66
9.88,66945.3
3.33,43188.95
6.09,45614.08
17.4,89783.39
1.78,43549.99
15.25,82102.89
1.95,25108.81
5.85,55523.0
11.65,60333.45
0.07,24995.45
13.51,68486.69
6.32,26261.79
14.97,78802.12
19.5,110648.77
8.33,56714.12
0.6,50806.13
16.98,83196.67
5.49,45992.07
2.97,34569.31
17.58,87027.5
4.65,44237.08
12.11,79452.37
5.08,36068.06
14.25,74941.8
12.97,75338.2
10.18,70882.43
11.1,46589.49
4.54,29720.07
0.44,26859.81
16.01,90003.99
17.79,83405.84
15.56,84802.55
14.16,90377.7
9.44,58117.47
11.68,64047.94
13.83,77188.76
0.52,28276.18
8.47,56698.93
4.49,39281.16
7.29,48454.35
14.98,69410.78
7.27,-9475.64
14.78,68418.61
19.44,86491.12
18.47,80053.93
16.55,80331.53
17.06,84916.79
7.88,43777.64
14.63,74080.19
13.34,72984.79
19.66,81247.89
11.5,59167.32
8.6,69520.82
16.75,77939.65
14.99,83137.55
2.5,29680.3
11.93,68340.48
11.85,60083.04
12.63,53999.71
18.83,87376.95
12.04,70677.14
17.4,91327.53
7.17,51230.9
1.15,22797.38
7.5,58627.6
10.65,56511.09
16.67,78046.75
12.64,61387.56
8.84,52569.82
9.24,54966.43
19.93,97112.55
2.83,24070.87
4.11,35703.23
12.51,62365.02
14.03,77518.93
7.9,55068.85
0.64,19013.22
10.44,65478.77
2.89,34686.36
1.12,35268.8
6.9,43964.1
2.71,39219.25
8.78,62649.67
15.23,78869.99
0.94,45075.95
10.0,63924.22
9.94,73891.06
0.04,45299.07
14.77,63294.44
1.79,40494.74
18.64,94374.59
12.79,71702.75
5.76,39860.25
18.51,82639.22
8.01,44607.14
5.21,61004.63
7.69,55814.11
12.23,56937.66
14.47,67230.87
13.24,55126.6
18.42,99015.05
19.12,92294.28
3.94,42867.83
18.25,88897.42
2.13,40050.15
19.14,88807.64
5.19,45517.69
5.32,45797.64
8.43,45225.81
3.63,31937.66
16.55,80517.09
2.49,36299.62
8.79,66857.6
18.14,89426.82
12.71,68775.52
12.14,69981.34
19.89,93368.57
0.45,26396.81
6.4,59512.83
2.5,31966.76
3.69,40015.94
4.32,34960.66
12.54,78969.05
5.44,36756.32
13.28,70917.83
14.76,84524.86
8.04,46206.02
10.73,69485.97
2.64,17853.8
15.05,68949.29
8.38,53584.78
16.69,102701.59
10.52,62999.12
13.94,75107.68
7.17,59282.59
7.44,42333.06
8.73,31289.01
12.72,83393.21
10.13,65294.62
16.09,77737.16
1.1,29294.68
18.01,96455.08
18.52,88788.44
4.88,43244.39
2.02,48337.04
11.44,55081.52
1.28,33629.61
4.59,31303.96
10.15,73035.36
12.28,70311.65
3.89,33106.72
18.65,188136.46
3.63,34891.06
3.07,37240.93
3.25,45629.85
18.59,81317.84
17.58,79917.0
0.66,23336.55
14.53,69661.59
1.47,26027.78
1.51,22710.36
1.52,33658.53
16.59,79209.96
8.55,55006.95
11.14,66426.5
0.62,16121.71
18.02,92811.43
19.64,95417.22
4.7,43146.39
13.13,69889.62
13.58,70359.58
19.33,93070.08
9.68,59629.26
4.76,32212.58
7.21,62822.18
12.79,64206.74
9.45,58607.76
1.59,39880.15
16.15,78781.41
17.29,87394.61
9.57,40953.37
10.47,45788.49
9.83,59205.46
10.59,63597.97
2.05,41032.57
8.67,61763.56
8.96,43614.89
19.95,104986.13
0.97,18881.2
6.24,53751.97
9.92,56105.97
16.94,106032.86
9.22,52563.81
5.82,44778.21
10.71,63735.2
5.94,43851.76
10.97,55405.16
13.8,90923.04
10.62,57269.45
12.19,62502.52
0.77,26835.03
13.18,72662.0
19.39,3720.3
9.83,67043.05
16.05,82411.39
10.98,63584.14
14.08,78744.7
6.2,39905.06
19.34,88000.21
4.3,39883.76
3.18,43576.2
0.91,26235.67
10.82,60346.54
12.38,51455.8
12.99,64918.41
3.44,23851.84
13.03,59388.86
3.3,39483.63
15.1,104400.37
5.5,45820.99
8.44,57205.25
7.34,44621.85
7.35,42353.41
14.42,91915.18
19.96,88401.14
10.55,45914.04
8.02,55037.19
5.87,42120.82
12.49,73480.31
9.02,69123.8
15.46,82050.48
12.13,69283.57
8.24,59111.43
19.06,113348.42
0.23,44016.55
13.79,70736.47
8.22,61353.82
2.43,47802.22
1.85,37036.13
12.99,69921.68
2.96,31361.46
17.12,85714.31
6.22,37646.38
6.88,56231.67
13.2,82336.1
4.4,37235.9
0.14,21888.45
8.92,47759.01
10.56,65687.11
8.92,56125.69
9.16,45512.29
13.31,94921.04
16.91,69971.82
7.31,39067.06
15.8,87822.72
1.25,34644.66
9.61,52903.83
7.52,45100.84
9.32,61278.93
1.83,34428.44
2.78,29086.83
5.87,53494.51
5.47,48722.09
7.7,62648.61
9.15,56609.53
4.42,46963.61
12.38,66519.25
7.52,55636.15
1.2,32072.04
4.87,48843.54
11.2,68366.29
12.14,52370.63
15.99,75964.01
4.91,42848.89
11.24,68086.02
9.52,64926.26
16.97,88785.56
14.6,70461.89
2.64,41583.92
19.18,85641.84
7.1,59971.07
19.09,102461.16
5.7,44884.66
9.38,52641.49
11.01,57964.09
1.27,20699.46
14.31,67715.62
2.09,30886.08
3.28,32016.01
5.8,32437.7
19.21,88383.68
19.46,93861.26
9.79,56539.25
10.67,55173.14
4.24,20699.5
8.36,63426.42
19.69,93592.36
15.82,82921.05
13.95,75264.49
5.57,48467.99
15.26,80338.82
19.33,93447.65
19.76,100263.09
12.0,74808.5
3.21,47317.61
19.28,85829.59
10.83,64891.96
0.77,14840.81
1.63,26853.52
11.55,63832.22
16.71,89397.84
18.83,89964.15
18.89,96492.99
11.57,62742.23
19.63,89077.01
2.99,29054.54
1.89,37152.53
0.61,24092.3
15.48,59777.32
18.33,94247.72
16.8,76354.21
18.79,92320.06
10.96,54331.86
15.26,78530.75
6.73,25606.4
15.33,78391.03
15.06,70711.87
8.71,45350.32
0.88,34177.05
5.33,42689.01
17.7,85010.07
11.75,60314.21
8.1,60513.08
18.95,87839.79
7.33,62552.85
6.56,57802.35
15.41,90337.12
7.11,57615.43
8.92,51386.19
14.45,75991.66
8.6,53483.88
6.45,54265.5
0.31,25992.45
17.21,83293.93
10.53,75133.5
17.03,81973.85
12.36,63253.44
4.01,35831.07
7.26,58991.14
8.35,55710.35
14.79,80448.45
10.96,65260.09
12.73,52012.06
15.06,69165.13
5.48,41940.15
17.64,89257.4
9.07,48854.94
13.22,63157.4
4.36,37775.77
4.67,51946.31
14.7,59226.33
7.01,28316.02
17.52,100199.81
13.29,59289.23
13.31,68337.44
7.61,39612.63
18.05,85766.39
18.89,90035.76
5.16,55941.08
10.29,66784.78
18.14,78220.24
2.03,16825.87
5.95,49827.96
19.09,87652.96
9.7,53163.33
19.03,101085.87
7.6,37560.24
10.55,58994.47
9.08,61834.82
9.14,47562.56
18.35,99624.75
13.89,65531.74
18.91,90637.87
6.59,42520.77
19.88,72651.69
14.15,71171.81
2.63,40529.89
8.26,45629.72
4.97,37381.08
4.71,37350.49
18.59,94357.21
19.2,89318.48
0.28,26177.01
2.76,34952.45
5.56,40261.73
16.95,97858.46
12.22,59575.04
11.31,70203.68
11.97,77085.63
19.01,90434.68
5.52,44792.08
2.47,37875.47
12.16,64577.02
19.38,77652.08
14.2,72705.31
17.84,100614.56
17.92,92284.06
4.39,40965.11
13.71,79041.86
17.24,84200.3
2.03,32329.66
13.03,67153.7
5.44,47860.27
16.43,78227.85
4.46,38102.28
7.47,58171.21
13.53,70817.52
11.12,68429.87
2.4,38581.85
4.51,40157.01
17.72,84212.69
19.78,83656.52
13.88,64806.92
0.2,30556.36
14.87,81762.98
12.86,62078.94
8.24,56998.7
4.56,42693.96
3.31,44082.95
1.67,48171.51
12.79,74347.54
6.75,43082.86
10.36,67208.04
10.5,53429.07
12.15,85282.31
11.89,56807.1
10.38,64843.51
3.1,35873.2
0.54,23583.58
11.52,61520.11
8.46,65519.77
8.2,58239.91
8.6,53885.77
2.27,46805.54
3.59,36599.31
13.24,77229.82
10.28,50241.49
12.19,57380.54
2.59,39731.86
16.28,84454.25
7.45,68258.65
12.26,62272.48
9.31,63001.47
9.37,55816.71
15.57,86286.46
2.21,38874.85
1.5,30015.11
2.02,26149.78
19.91,91957.3
18.54,80998.11
14.01,76957.04
8.95,33857.11
1.7,26306.03
16.42,89695.53
3.79,45302.45
5.46,31202.19
16.82,88518.63
5.15,33883.96
16.89,81093.84
15.72,86143.38
16.75,75809.19
13.49,83615.84
7.04,51704.09
13.06,74423.42
16.58,91655.34
14.99,84583.17
17.24,91767.8
19.67,88585.29
13.8,64422.75
18.56,87710.67
5.44,47819.71
19.47,82859.07
18.21,93385.57
0.82,30882.77
11.81,64876.88
10.06,60700.2
16.31,82613.25
2.53,37376.71
10.55,67906.09
10.03,83059.94
7.91,54040.37
19.84,89299.91
10.79,47518.77
8.26,42663.4
17.13,78889.28
2.78,40249.33
5.75,41970.37
5.58,47776.26
18.67,84502.64
17.61,90266.61
12.13,74447.23
6.39,44156.4
9.36,61247.11
11.42,61457.02
10.8,52951.1
5.12,47345.04
2.61,37436.12
18.15,93282.21
12.82,77503.57
2.9,33166.0
19.8,92887.86
8.23,51510.35
14.66,79070.21
3.53,36260.05
18.66,91300.91
1.58,24779.36
19.12,83686.75
14.54,68628.77
4.54,44239.85
3.62,37320.51
16.74,79648.76
0.8,33101.38
2.29,44662.23
13.46,68141.75
1.55,21743.74
10.82,70448.18
11.48,65307.13
0.36,24783.99
7.54,59543.45
0.57,24896.78
19.34,95858.47
4.31,41354.64
13.79,99235.71
13.48,71089.25
15.44,86550.76
6.71,46467.67
3.69,41508.2
10.61,60567.31
13.89,79966.79
15.11,77105.66
0.98,32452.08
15.05,71638.22
2.25,26497.15
10.49,46668.64
11.11,66805.19
2.54,28701.57
19.28,110043.82
12.76,65882.58
4.48,50643.61
1.02,37717.76
15.5,77283.55
16.83,77998.22
1.81,30266.57
5.15,52099.33
12.85,88250.35
8.38,44449.73
6.85,49090.08
8.49,49875.41
10.11,57477.56
3.69,51581.29
7.76,46007.85
1.4,17028.58
0.12,27040.09
19.5,96300.17
1.1,25467.95
0.87,22592.58
17.8,88580.05
19.52,82523.35
16.89,87491.57
2.79,31986.82
12.79,80863.26
13.94,76332.03
15.43,77788.62
2.26,31064.64
7.82,36882.98
5.52,43333.89
13.09,69190.15
6.87,49463.44
10.18,59095.2
12.53,80277.09
17.32,83455.31
18.42,82712.93
13.87,60223.65
3.13,32380.03
17.78,78847.91
4.09,28932.71
1.06,26229.15
8.75,64715.27
13.69,80404.87
2.99,25199.55
5.99,46249.1
1.6,33989.31
12.36,72951.98
14.16,87405.95
10.39,52020.65
8.89,49023.65
16.95,79038.26
8.38,57273.86
8.84,34149.11
11.55,63583.64
14.08,60010.32
15.54,79373.52
0.82,44418.03
17.02,91788.99
9.03,46782.68
18.12,85062.0
10.73,55425.76
9.52,68664.89
3.91,21062.55
9.39,54358.44
9.86,53932.63
17.89,78227.83
17.74,100364.32
9.73,46519.62
17.35,76175.47
17.09,97571.62
18.97,90590.24
7.23,48908.16
4.24,34853.21
18.88,91057.25
11.7,62507.0
9.33,51789.11
8.23,42590.74
1.7,31254.65
4.08,34510.23
5.83,41657.77
11.03,68869.5
10.33,57124.09
10.86,62121.44
1.53,43741.86
0.2,28753.22
9.26,53102.57
3.87,29766.54
17.83,86356.62
8.62,61465.59
7.04,44918.62
10.88,62733.91
12.57,64077.46
1.64,27475.83
14.83,66674.68
2.75,36313.65
7.73,52740.79
7.14,61293.03
11.38,65188.05
13.79,67038.48
16.02,92152.11
10.54,64290.8
3.11,36865.47
13.92,73075.96
9.58,59196.19
11.78,58770.77
8.87,54835.64
8.33,51816.25
14.03,76378.87
10.48,70049.71
17.36,92904.29
14.87,80561.38
9.53,43984.13
4.28,35946.26
0.35,11084.43
4.11,47465.64
5.63,43156.01
2.36,31521.14
13.38,65781.65
6.52,57368.83
0.6,27361.92
8.74,54098.24
15.69,80335.98
6.79,49830.4
18.05,86517.6
17.06,94228.43
17.79,96707.19
13.36,71928.88
16.13,74672.45
7.78,54276.61
13.86,68196.58
4.48,51522.55
4.09,51330.49
18.87,96251.78
10.98,53569.26
1.43,25727.64
3.95,36646.4
9.23,50008.34
16.92,81229.78
17.92,89020.0
2.27,36602.67
1.24,39088.79
2.43,32790.66
13.43,69043.63
10.66,51440.89
14.76,78879.57
11.87,62363.02
1.92,29495.55
5.15,37961.89
6.63,43362.71
14.15,79737.55
11.94,65782.31
18.94,103232.33
2.91,25701.4
18.77,100167.2
4.4,35925.78
6.87,48061.01
0.69,30836.68
5.93,53430.28
3.99,46968.1
4.35,48040.96
11.44,62853.27
15.62,93621.06
14.9,81531.42
16.58,58964.24
14.63,76133.3
19.53,89982.62
0.37,23464.11
19.76,98923.01
8.2,55822.15
9.56,52715.58
11.55,77118.7
0.17,14995.82
3.63,26578.56
8.92,47209.39
15.39,82100.53
17.4,88525.31
2.95,28522.64
5.26,38327.59
12.15,67163.19
7.22,41400.84
5.96,51923.1
7.67,64042.68
14.03,72371.57
3.97,41356.0
1.24,29882.29
0.07,35862.96
10.53,77075.51
5.0,39321.87
11.23,64255.21
17.62,93217.08
5.87,47997.94
3.67,30238.37
0.03,10320.33
19.63,88599.31
10.34,63483.8
16.04,77677.15
17.16,76312.1
19.9,89705.97
17.19,99503.85
5.88,36239.22
11.29,61671.03
19.25,87945.99
12.67,84669.66
15.38,66738.36
18.13,81868.01
12.27,68157.87
13.85,74509.74
11.77,74845.56
6.77,56544.61
4.98,36477.96
12.67,71549.64
19.62,91988.48
18.32,85162.6
4.2,47514.34
16.86,85723.38
0.42,38928.91
11.79,69764.66
18.61,97236.85
19.19,70135.87
12.06,67633.89
12.62,72324.63
7.8,56199.77
14.47,87739.73
4.91,46871.42
0.68,17400.6
16.71,87513.96
1.21,35659.44
13.29,66388.23
8.74,52033.77
0.87,34070.65
3.2,35966.24
2.01,40563.36
4.29,41261.21
12.71,51782.17
11.41,65186.64
8.66,51905.29
16.86,88726.96
15.06,80891.23
13.65,65041.13
11.98,68300.45
13.92,77809.7
4.53,44208.74
5.2,50799.15
5.96,37484.75
14.82,75421.39
8.65,37231.51
